"object_id";"parent_object_id";"size";"structuredness";"hierarchicallity";"information_amount";"location_specification";"existence_from";"existence_to"
"93";"87";"0";"1";"1";"1";"/text/23/params_example/";"2019-03-01 00:00:00";NULL
"95";"94";"2";"1";"1";"1";"/text/44/id_text/";"2019-03-01 00:00:00";NULL
"96";"94";"13";"1";"1";"1";"/text/44/ident/";"2019-03-01 00:00:00";NULL
"97";"94";"50";"0";"1";"1";"/text/44/text_cz/";"2019-03-01 00:00:00";NULL
"98";"94";"50";"0";"1";"1";"/text/44/text_en/";"2019-03-01 00:00:00";NULL
"99";"94";"31";"0";"1";"1";"/text/44/legend/";"2019-03-01 00:00:00";NULL
"100";"94";"0";"1";"1";"1";"/text/44/params_example/";"2019-03-01 00:00:00";NULL
"102";"101";"2";"1";"1";"1";"/text/18/id_text/";"2019-03-01 00:00:00";NULL
"103";"101";"12";"1";"1";"1";"/text/18/ident/";"2019-03-01 00:00:00";NULL
"104";"101";"42";"0";"1";"1";"/text/18/text_cz/";"2019-03-01 00:00:00";NULL
"105";"101";"42";"0";"1";"1";"/text/18/text_en/";"2019-03-01 00:00:00";NULL
"106";"101";"21";"0";"1";"1";"/text/18/legend/";"2019-03-01 00:00:00";NULL
"107";"101";"0";"1";"1";"1";"/text/18/params_example/";"2019-03-01 00:00:00";NULL
"109";"108";"2";"1";"1";"1";"/text/47/id_text/";"2019-03-01 00:00:00";NULL
"110";"108";"7";"1";"1";"1";"/text/47/ident/";"2019-03-01 00:00:00";NULL
"111";"108";"34714";"0";"1";"0.491099";"/text/47/text_cz/";"2019-03-01 00:00:00";NULL
"112";"108";"290";"0";"1";"0.772414";"/text/47/text_en/";"2019-03-01 00:00:00";NULL
"113";"108";"16";"1";"1";"1";"/text/47/legend/";"2019-03-01 00:00:00";NULL
"114";"108";"162";"1";"1";"0.833333";"/text/47/params_example/";"2019-03-01 00:00:00";NULL
"116";"115";"2";"1";"1";"1";"/text/52/id_text/";"2019-03-01 00:00:00";NULL
"117";"115";"6";"1";"1";"1";"/text/52/ident/";"2019-03-01 00:00:00";NULL
"118";"115";"246";"0";"1";"0.670732";"/text/52/text_cz/";"2019-03-01 00:00:00";NULL
"119";"115";"240";"0";"1";"0.675";"/text/52/text_en/";"2019-03-01 00:00:00";NULL
"120";"115";"23";"0";"1";"1";"/text/52/legend/";"2019-03-01 00:00:00";NULL
"121";"115";"178";"1";"1";"0.842697";"/text/52/params_example/";"2019-03-01 00:00:00";NULL
"123";"122";"2";"1";"1";"1";"/text/72/id_text/";"2019-03-01 00:00:00";NULL
"124";"122";"26";"1";"1";"1";"/text/72/ident/";"2019-03-01 00:00:00";NULL
"125";"122";"33";"0";"1";"1";"/text/72/text_cz/";"2019-03-01 00:00:00";NULL
"126";"122";"25";"0";"1";"1";"/text/72/text_en/";"2019-03-01 00:00:00";NULL
"127";"122";"43";"0";"1";"1";"/text/72/legend/";"2019-03-01 00:00:00";NULL
"128";"122";"259";"1";"1";"0.72973";"/text/72/params_example/";"2019-03-01 00:00:00";NULL
"130";"129";"2";"1";"1";"1";"/text/73/id_text/";"2019-03-01 00:00:00";NULL
"131";"129";"24";"1";"1";"1";"/text/73/ident/";"2019-03-01 00:00:00";NULL
"132";"129";"448";"0";"1";"0.716518";"/text/73/text_cz/";"2019-03-01 00:00:00";NULL
"133";"129";"188";"0";"1";"0.781915";"/text/73/text_en/";"2019-03-01 00:00:00";NULL
"134";"129";"57";"0";"1";"1";"/text/73/legend/";"2019-03-01 00:00:00";NULL
"135";"129";"224";"1";"1";"0.758929";"/text/73/params_example/";"2019-03-01 00:00:00";NULL
"137";"136";"2";"1";"1";"1";"/text/50/id_text/";"2019-03-01 00:00:00";NULL
"138";"136";"8";"1";"1";"1";"/text/50/ident/";"2019-03-01 00:00:00";NULL
"139";"136";"92";"0";"1";"1";"/text/50/text_cz/";"2019-03-01 00:00:00";NULL
"140";"136";"84";"0";"1";"1";"/text/50/text_en/";"2019-03-01 00:00:00";NULL
"141";"136";"16";"1";"1";"1";"/text/50/legend/";"2019-03-01 00:00:00";NULL
"142";"136";"0";"1";"1";"1";"/text/50/params_example/";"2019-03-01 00:00:00";NULL
"144";"143";"1";"1";"1";"1";"/text/8/id_text/";"2019-03-01 00:00:00";NULL
"145";"143";"10";"1";"1";"1";"/text/8/ident/";"2019-03-01 00:00:00";NULL
"146";"143";"378";"0";"1";"0.791005";"/text/8/text_cz/";"2019-03-01 00:00:00";NULL
"147";"143";"331";"0";"1";"0.734139";"/text/8/text_en/";"2019-03-01 00:00:00";NULL
"148";"143";"22";"0";"1";"1";"/text/8/legend/";"2019-03-01 00:00:00";NULL
"149";"143";"198";"1";"1";"0.792929";"/text/8/params_example/";"2019-03-01 00:00:00";NULL
"151";"150";"1";"1";"1";"1";"/text/5/id_text/";"2019-03-01 00:00:00";NULL
"152";"150";"15";"1";"1";"1";"/text/5/ident/";"2019-03-01 00:00:00";NULL
"153";"150";"153";"0";"1";"0.96732";"/text/5/text_cz/";"2019-03-01 00:00:00";NULL
"154";"150";"117";"0";"1";"0.948718";"/text/5/text_en/";"2019-03-01 00:00:00";NULL
"155";"150";"28";"0";"1";"1";"/text/5/legend/";"2019-03-01 00:00:00";NULL
"156";"150";"223";"1";"1";"0.726457";"/text/5/params_example/";"2019-03-01 00:00:00";NULL
"158";"157";"2";"1";"1";"1";"/text/61/id_text/";"2019-03-01 00:00:00";NULL
"159";"157";"13";"1";"1";"1";"/text/61/ident/";"2019-03-01 00:00:00";NULL
"160";"157";"8";"1";"1";"1";"/text/61/text_cz/";"2019-03-01 00:00:00";NULL
"161";"157";"357";"0";"1";"0.537815";"/text/61/text_en/";"2019-03-01 00:00:00";NULL
"162";"157";"22";"0";"1";"1";"/text/61/legend/";"2019-03-01 00:00:00";NULL
"163";"157";"191";"1";"1";"0.774869";"/text/61/params_example/";"2019-03-01 00:00:00";NULL
"165";"164";"1";"1";"1";"1";"/text/3/id_text/";"2019-03-01 00:00:00";NULL
"166";"164";"14";"1";"1";"1";"/text/3/ident/";"2019-03-01 00:00:00";NULL
"167";"164";"49";"0";"1";"1";"/text/3/text_cz/";"2019-03-01 00:00:00";NULL
"168";"164";"37";"0";"1";"1";"/text/3/text_en/";"2019-03-01 00:00:00";NULL
"169";"164";"16";"1";"1";"1";"/text/3/legend/";"2019-03-01 00:00:00";NULL
"170";"164";"222";"1";"1";"0.716216";"/text/3/params_example/";"2019-03-01 00:00:00";NULL
"172";"171";"2";"1";"1";"1";"/text/74/id_text/";"2019-03-01 00:00:00";NULL
"173";"171";"21";"1";"1";"1";"/text/74/ident/";"2019-03-01 00:00:00";NULL
"174";"171";"25";"0";"1";"1";"/text/74/text_cz/";"2019-03-01 00:00:00";NULL
"175";"171";"25";"0";"1";"1";"/text/74/text_en/";"2019-03-01 00:00:00";NULL
"176";"171";"16";"1";"1";"1";"/text/74/legend/";"2019-03-01 00:00:00";NULL
"177";"171";"0";"1";"1";"1";"/text/74/params_example/";"2019-03-01 00:00:00";NULL
"179";"178";"2";"1";"1";"1";"/text/48/id_text/";"2019-03-01 00:00:00";NULL
"180";"178";"5";"1";"1";"1";"/text/48/ident/";"2019-03-01 00:00:00";NULL
"181";"178";"1570";"0";"1";"0.546497";"/text/48/text_cz/";"2019-03-01 00:00:00";NULL
"182";"178";"463";"0";"1";"0.669546";"/text/48/text_en/";"2019-03-01 00:00:00";NULL
"183";"178";"14";"1";"1";"1";"/text/48/legend/";"2019-03-01 00:00:00";NULL
"184";"178";"168";"1";"1";"0.833333";"/text/48/params_example/";"2019-03-01 00:00:00";NULL
"186";"185";"2";"1";"1";"1";"/text/67/id_text/";"2019-03-01 00:00:00";NULL
"187";"185";"16";"1";"1";"1";"/text/67/ident/";"2019-03-01 00:00:00";NULL
"188";"185";"134";"0";"1";"1";"/text/67/text_cz/";"2019-03-01 00:00:00";NULL
"189";"185";"134";"0";"1";"1";"/text/67/text_en/";"2019-03-01 00:00:00";NULL
"190";"185";"41";"0";"1";"1";"/text/67/legend/";"2019-03-01 00:00:00";NULL
"191";"185";"0";"1";"1";"1";"/text/67/params_example/";"2019-03-01 00:00:00";NULL
"193";"192";"2";"1";"1";"1";"/text/40/id_text/";"2019-03-01 00:00:00";NULL
"194";"192";"12";"1";"1";"1";"/text/40/ident/";"2019-03-01 00:00:00";NULL
"195";"192";"770";"0";"1";"0.67013";"/text/40/text_cz/";"2019-03-01 00:00:00";NULL
"196";"192";"770";"0";"1";"0.67013";"/text/40/text_en/";"2019-03-01 00:00:00";NULL
"197";"192";"21";"0";"1";"1";"/text/40/legend/";"2019-03-01 00:00:00";NULL
"198";"192";"0";"1";"1";"1";"/text/40/params_example/";"2019-03-01 00:00:00";NULL
"200";"199";"2";"1";"1";"1";"/text/34/id_text/";"2019-03-01 00:00:00";NULL
"201";"199";"23";"1";"1";"1";"/text/34/ident/";"2019-03-01 00:00:00";NULL
"202";"199";"958";"0";"1";"0.612735";"/text/34/text_cz/";"2019-03-01 00:00:00";NULL
"203";"199";"958";"0";"1";"0.612735";"/text/34/text_en/";"2019-03-01 00:00:00";NULL
"204";"199";"0";"1";"1";"1";"/text/34/legend/";"2019-03-01 00:00:00";NULL
"205";"199";"0";"1";"1";"1";"/text/34/params_example/";"2019-03-01 00:00:00";NULL
"207";"206";"2";"1";"1";"1";"/text/26/id_text/";"2019-03-01 00:00:00";NULL
"208";"206";"20";"1";"1";"1";"/text/26/ident/";"2019-03-01 00:00:00";NULL
"209";"206";"785";"0";"1";"0.606369";"/text/26/text_cz/";"2019-03-01 00:00:00";NULL
"210";"206";"785";"0";"1";"0.606369";"/text/26/text_en/";"2019-03-01 00:00:00";NULL
"211";"206";"54";"0";"1";"1";"/text/26/legend/";"2019-03-01 00:00:00";NULL
"212";"206";"0";"1";"1";"1";"/text/26/params_example/";"2019-03-01 00:00:00";NULL
"214";"213";"2";"1";"1";"1";"/text/28/id_text/";"2019-03-01 00:00:00";NULL
"215";"213";"22";"1";"1";"1";"/text/28/ident/";"2019-03-01 00:00:00";NULL
"216";"213";"593";"0";"1";"0.6914";"/text/28/text_cz/";"2019-03-01 00:00:00";NULL
"217";"213";"593";"0";"1";"0.6914";"/text/28/text_en/";"2019-03-01 00:00:00";NULL
"218";"213";"20";"0";"1";"1";"/text/28/legend/";"2019-03-01 00:00:00";NULL
"219";"213";"0";"1";"1";"1";"/text/28/params_example/";"2019-03-01 00:00:00";NULL
"221";"220";"2";"1";"1";"1";"/text/80/id_text/";"2019-03-01 00:00:00";NULL
"222";"220";"9";"1";"1";"1";"/text/80/ident/";"2019-03-01 00:00:00";NULL
"223";"220";"905";"0";"1";"0.644199";"/text/80/text_cz/";"2019-03-01 00:00:00";NULL
"224";"220";"905";"0";"1";"0.644199";"/text/80/text_en/";"2019-03-01 00:00:00";NULL
"225";"220";"24";"0";"1";"1";"/text/80/legend/";"2019-03-01 00:00:00";NULL
"226";"220";"0";"1";"1";"1";"/text/80/params_example/";"2019-03-01 00:00:00";NULL
"228";"227";"2";"1";"1";"1";"/text/64/id_text/";"2019-03-01 00:00:00";NULL
"229";"227";"15";"1";"1";"1";"/text/64/ident/";"2019-03-01 00:00:00";NULL
"230";"227";"812";"0";"1";"0.637931";"/text/64/text_cz/";"2019-03-01 00:00:00";NULL
"231";"227";"812";"0";"1";"0.637931";"/text/64/text_en/";"2019-03-01 00:00:00";NULL
"232";"227";"34";"0";"1";"1";"/text/64/legend/";"2019-03-01 00:00:00";NULL
"233";"227";"0";"1";"1";"1";"/text/64/params_example/";"2019-03-01 00:00:00";NULL
"235";"234";"2";"1";"1";"1";"/text/66/id_text/";"2019-03-01 00:00:00";NULL
"236";"234";"28";"1";"1";"1";"/text/66/ident/";"2019-03-01 00:00:00";NULL
"237";"234";"464";"0";"1";"0.767241";"/text/66/text_cz/";"2019-03-01 00:00:00";NULL
"238";"234";"464";"0";"1";"0.767241";"/text/66/text_en/";"2019-03-01 00:00:00";NULL
"239";"234";"58";"0";"1";"1";"/text/66/legend/";"2019-03-01 00:00:00";NULL
"240";"234";"0";"1";"1";"1";"/text/66/params_example/";"2019-03-01 00:00:00";NULL
"242";"241";"2";"1";"1";"1";"/text/65/id_text/";"2019-03-01 00:00:00";NULL
"243";"241";"33";"1";"1";"1";"/text/65/ident/";"2019-03-01 00:00:00";NULL
"244";"241";"567";"0";"1";"0.693122";"/text/65/text_cz/";"2019-03-01 00:00:00";NULL
"245";"241";"567";"0";"1";"0.693122";"/text/65/text_en/";"2019-03-01 00:00:00";NULL
"246";"241";"57";"0";"1";"1";"/text/65/legend/";"2019-03-01 00:00:00";NULL
"247";"241";"0";"1";"1";"1";"/text/65/params_example/";"2019-03-01 00:00:00";NULL
"249";"248";"2";"1";"1";"1";"/text/30/id_text/";"2019-03-01 00:00:00";NULL
"250";"248";"25";"1";"1";"1";"/text/30/ident/";"2019-03-01 00:00:00";NULL
"251";"248";"1005";"0";"1";"0.595025";"/text/30/text_cz/";"2019-03-01 00:00:00";NULL
"252";"248";"1005";"0";"1";"0.595025";"/text/30/text_en/";"2019-03-01 00:00:00";NULL
"253";"248";"26";"0";"1";"1";"/text/30/legend/";"2019-03-01 00:00:00";NULL
"254";"248";"0";"1";"1";"1";"/text/30/params_example/";"2019-03-01 00:00:00";NULL
"256";"255";"2";"1";"1";"1";"/text/17/id_text/";"2019-03-01 00:00:00";NULL
"257";"255";"12";"1";"1";"1";"/text/17/ident/";"2019-03-01 00:00:00";NULL
"258";"255";"1137";"0";"1";"0.592788";"/text/17/text_cz/";"2019-03-01 00:00:00";NULL
"259";"255";"1137";"0";"1";"0.592788";"/text/17/text_en/";"2019-03-01 00:00:00";NULL
"260";"255";"19";"0";"1";"1";"/text/17/legend/";"2019-03-01 00:00:00";NULL
"261";"255";"0";"1";"1";"1";"/text/17/params_example/";"2019-03-01 00:00:00";NULL
"263";"262";"2";"1";"1";"1";"/text/16/id_text/";"2019-03-01 00:00:00";NULL
"264";"262";"11";"1";"1";"1";"/text/16/ident/";"2019-03-01 00:00:00";NULL
"265";"262";"178";"0";"1";"0.960674";"/text/16/text_cz/";"2019-03-01 00:00:00";NULL
"266";"262";"178";"0";"1";"0.960674";"/text/16/text_en/";"2019-03-01 00:00:00";NULL
"267";"262";"34";"0";"1";"1";"/text/16/legend/";"2019-03-01 00:00:00";NULL
"268";"262";"0";"1";"1";"1";"/text/16/params_example/";"2019-03-01 00:00:00";NULL
"270";"269";"2";"1";"1";"1";"/text/29/id_text/";"2019-03-01 00:00:00";NULL
"271";"269";"15";"1";"1";"1";"/text/29/ident/";"2019-03-01 00:00:00";NULL
"272";"269";"1098";"0";"1";"0.611111";"/text/29/text_cz/";"2019-03-01 00:00:00";NULL
"273";"269";"1098";"0";"1";"0.611111";"/text/29/text_en/";"2019-03-01 00:00:00";NULL
"274";"269";"34";"0";"1";"1";"/text/29/legend/";"2019-03-01 00:00:00";NULL
"275";"269";"0";"1";"1";"1";"/text/29/params_example/";"2019-03-01 00:00:00";NULL
"277";"276";"2";"1";"1";"1";"/text/54/id_text/";"2019-03-01 00:00:00";NULL
"278";"276";"15";"1";"1";"1";"/text/54/ident/";"2019-03-01 00:00:00";NULL
"279";"276";"963";"0";"1";"0.630322";"/text/54/text_cz/";"2019-03-01 00:00:00";NULL
"280";"276";"963";"0";"1";"0.630322";"/text/54/text_en/";"2019-03-01 00:00:00";NULL
"281";"276";"21";"0";"1";"1";"/text/54/legend/";"2019-03-01 00:00:00";NULL
"282";"276";"0";"1";"1";"1";"/text/54/params_example/";"2019-03-01 00:00:00";NULL
"284";"283";"2";"1";"1";"1";"/text/42/id_text/";"2019-03-01 00:00:00";NULL
"285";"283";"20";"1";"1";"1";"/text/42/ident/";"2019-03-01 00:00:00";NULL
"286";"283";"797";"0";"1";"0.652447";"/text/42/text_cz/";"2019-03-01 00:00:00";NULL
"287";"283";"797";"0";"1";"0.652447";"/text/42/text_en/";"2019-03-01 00:00:00";NULL
"288";"283";"29";"0";"1";"1";"/text/42/legend/";"2019-03-01 00:00:00";NULL
"289";"283";"0";"1";"1";"1";"/text/42/params_example/";"2019-03-01 00:00:00";NULL
"291";"290";"2";"1";"1";"1";"/text/27/id_text/";"2019-03-01 00:00:00";NULL
"292";"290";"20";"1";"1";"1";"/text/27/ident/";"2019-03-01 00:00:00";NULL
"293";"290";"516";"0";"1";"0.70155";"/text/27/text_cz/";"2019-03-01 00:00:00";NULL
"294";"290";"516";"0";"1";"0.70155";"/text/27/text_en/";"2019-03-01 00:00:00";NULL
"295";"290";"47";"0";"1";"1";"/text/27/legend/";"2019-03-01 00:00:00";NULL
"296";"290";"0";"1";"1";"1";"/text/27/params_example/";"2019-03-01 00:00:00";NULL
"298";"297";"2";"1";"1";"1";"/text/58/id_text/";"2019-03-01 00:00:00";NULL
"299";"297";"11";"1";"1";"1";"/text/58/ident/";"2019-03-01 00:00:00";NULL
"300";"297";"1545";"0";"1";"0.515858";"/text/58/text_cz/";"2019-03-01 00:00:00";NULL
"301";"297";"1545";"0";"1";"0.515858";"/text/58/text_en/";"2019-03-01 00:00:00";NULL
"302";"297";"39";"0";"1";"1";"/text/58/legend/";"2019-03-01 00:00:00";NULL
"303";"297";"0";"1";"1";"1";"/text/58/params_example/";"2019-03-01 00:00:00";NULL
"305";"304";"2";"1";"1";"1";"/text/59/id_text/";"2019-03-01 00:00:00";NULL
"306";"304";"21";"1";"1";"1";"/text/59/ident/";"2019-03-01 00:00:00";NULL
"307";"304";"1002";"0";"1";"0.5998";"/text/59/text_cz/";"2019-03-01 00:00:00";NULL
"308";"304";"1002";"0";"1";"0.5998";"/text/59/text_en/";"2019-03-01 00:00:00";NULL
"309";"304";"37";"0";"1";"1";"/text/59/legend/";"2019-03-01 00:00:00";NULL
"310";"304";"0";"1";"1";"1";"/text/59/params_example/";"2019-03-01 00:00:00";NULL
"312";"311";"2";"1";"1";"1";"/text/63/id_text/";"2019-03-01 00:00:00";NULL
"313";"311";"16";"1";"1";"1";"/text/63/ident/";"2019-03-01 00:00:00";NULL
"314";"311";"373";"0";"1";"0.809651";"/text/63/text_cz/";"2019-03-01 00:00:00";NULL
"315";"311";"373";"0";"1";"0.809651";"/text/63/text_en/";"2019-03-01 00:00:00";NULL
"316";"311";"17";"0";"1";"1";"/text/63/legend/";"2019-03-01 00:00:00";NULL
"317";"311";"0";"1";"1";"1";"/text/63/params_example/";"2019-03-01 00:00:00";NULL
"319";"318";"2";"1";"1";"1";"/text/49/id_text/";"2019-03-01 00:00:00";NULL
"320";"318";"16";"1";"1";"1";"/text/49/ident/";"2019-03-01 00:00:00";NULL
"321";"318";"164";"0";"1";"0.945122";"/text/49/text_cz/";"2019-03-01 00:00:00";NULL
"322";"318";"164";"0";"1";"0.945122";"/text/49/text_en/";"2019-03-01 00:00:00";NULL
"323";"318";"10";"1";"1";"1";"/text/49/legend/";"2019-03-01 00:00:00";NULL
"324";"318";"0";"1";"1";"1";"/text/49/params_example/";"2019-03-01 00:00:00";NULL
"326";"325";"2";"1";"1";"1";"/text/39/id_text/";"2019-03-01 00:00:00";NULL
"327";"325";"15";"1";"1";"1";"/text/39/ident/";"2019-03-01 00:00:00";NULL
"328";"325";"547";"0";"1";"0.681901";"/text/39/text_cz/";"2019-03-01 00:00:00";NULL
"329";"325";"547";"0";"1";"0.681901";"/text/39/text_en/";"2019-03-01 00:00:00";NULL
"330";"325";"23";"0";"1";"1";"/text/39/legend/";"2019-03-01 00:00:00";NULL
"331";"325";"0";"1";"1";"1";"/text/39/params_example/";"2019-03-01 00:00:00";NULL
"333";"332";"2";"1";"1";"1";"/text/11/id_text/";"2019-03-01 00:00:00";NULL
"334";"332";"14";"1";"1";"1";"/text/11/ident/";"2019-03-01 00:00:00";NULL
"335";"332";"63";"0";"1";"1";"/text/11/text_cz/";"2019-03-01 00:00:00";NULL
"336";"332";"57";"0";"1";"1";"/text/11/text_en/";"2019-03-01 00:00:00";NULL
"337";"332";"14";"1";"1";"1";"/text/11/legend/";"2019-03-01 00:00:00";NULL
"338";"332";"257";"0";"1";"0.750973";"/text/11/params_example/";"2019-03-01 00:00:00";NULL
"340";"339";"2";"1";"1";"1";"/text/25/id_text/";"2019-03-01 00:00:00";NULL
"341";"339";"10";"1";"1";"1";"/text/25/ident/";"2019-03-01 00:00:00";NULL
"342";"339";"84";"0";"1";"1";"/text/25/text_cz/";"2019-03-01 00:00:00";NULL
